mean_hr,rmssd,sdnn,rr_std,peak_count
146.84796044499382,158.4575536107266,113.41336143499356,113.41336143499356,12
127.71618625277164,130.51755610452992,85.3849026305132,85.3849026305132,9
117.53325272067715,194.4543648263006,158.8861789556619,158.8861789556619,10
111.12540192926045,220.44927670074946,164.61666036227064,164.61666036227064,9
109.02208201892745,187.02394003073718,135.53191321034606,135.53191321034606,9
123.50698856416771,276.5075122324666,155.99279623353314,155.99279623353314,10
111.62790697674419,222.7028532519529,133.4056516840069,133.4056516840069,9
109.0909090909091,250.2798257584055,164.4411598771074,164.4411598771074,9
110.84028223220012,297.3186314489927,168.95099769434208,168.95099769434208,9
107.66355140186914,265.6934954222632,181.48233034334734,181.48233034334734,9
118.89908256880736,282.7420982729711,174.92894893130534,174.92894893130534,10
119.63076923076923,238.6647042387766,163.96007614392155,163.96007614392155,10
122.03389830508475,109.01229543292612,85.92672413422359,85.92672413422359,10
117.67554479418887,99.58924126284246,105.21477732464423,105.21477732464423,10
117.23202170963366,177.24063197409043,130.22823921916265,130.22823921916265,9
129.2553191489362,190.83707339048905,128.9828071802098,128.9828071802098,10
136.22985283812193,125.3698232932973,99.58858364787038,99.58858364787038,10
95.0345694531741,214.3783480944082,145.7035649823863,145.7035649823863,8
115.43086172344688,172.11017860732966,118.29581352886832,118.29581352886832,9
129.9465240641711,115.33633051125942,86.58053825914405,86.58053825914405,10
124.21725239616613,198.8222459731988,147.09372708612418,147.09372708612418,10
101.1371237458194,246.40157176426703,221.44634963050586,221.44634963050586,8
94.02985074626865,321.34699141098065,228.33707121314978,228.33707121314978,8
127.58417011222683,240.6890970247963,131.11022833977768,131.11022833977768,11
129.85971943887773,181.81452104199045,119.85645277988449,119.85645277988449,10
141.48471615720524,134.11230782859235,79.2410847975358,79.2410847975358,10
113.68421052631578,197.6301532386589,155.5831104342645,155.5831104342645,10
124.29667519181585,103.292629378628,74.75127685365202,74.75127685365202,10
116.051040967092,166.62367170297657,97.30589157648078,97.30589157648078,9
109.64467005076143,206.40643284617414,167.2039949460716,167.2039949460716,9
113.38582677165353,168.33163077351583,107.22366147565991,107.22366147565991,9
107.26256983240224,171.34633903656817,154.7096138638888,154.7096138638888,9
111.12540192926043,324.2580732379146,187.3041029117958,187.3041029117958,9
110.69827033952593,223.13799401692597,166.4839131136017,166.4839131136017,9
108.0,145.41164783160553,136.02605051883657,136.02605051883657,8
131.52909336941812,142.4237666999004,80.21723097757425,80.21723097757425,10
130.12048192771084,252.4112116231892,137.81685029402502,137.81685029402502,10
112.57328990228014,301.92467554040087,160.21925984990648,160.21925984990648,9
108.4065244667503,149.08228969441373,112.47213303692851,112.47213303692851,9
119.5571955719557,157.5547376957303,124.14315379329165,124.14315379329165,10
144.3850267379679,106.15893176208463,81.04449319073574,81.04449319073574,11
118.19425444596445,235.92663194598376,129.84254175018353,129.84254175018353,9
125.33849129593811,195.1598940849765,131.48148148148144,131.48148148148144,10
129.94652406417111,195.08821999353756,155.01326206471074,155.01326206471074,10
113.38582677165353,230.92101461578085,175.74247257469287,175.74247257469287,9
131.62705667276052,150.79237444925354,102.75863185033697,102.75863185033697,11
114.97005988023952,193.61785759464814,136.02206199844437,136.02206199844437,9
108.1351689612015,297.49653563112633,183.0318965489922,183.0318965489922,9
110.34482758620689,179.62826596329597,117.61970196409892,117.61970196409892,9
118.35616438356165,246.34676453134458,152.3795314500549,152.3795314500549,9
131.9755600814664,125.83057392117915,106.13066202151396,106.13066202151396,10
121.57598499061913,219.07053235921106,158.80102033789532,158.80102033789532,10
115.58528428093646,307.479512803131,172.81728234960673,172.81728234960673,9
107.12957222566646,213.9146552198167,123.61062343848869,123.61062343848869,9
129.6,117.09577171309994,90.53264119689122,90.53264119689122,10
123.2524964336662,163.78460497066516,104.34937679867382,104.34937679867382,9
106.86456400742117,151.72799504283253,89.18610791000916,89.18610791000916,9
116.4420485175202,111.1607032185173,73.99011445481781,73.99011445481781,9
131.4668289713938,163.18639985425776,98.09174654750899,98.09174654750899,11
104.92713393476754,225.26561824972777,180.44519564648212,180.44519564648212,8
130.46979865771814,155.00584915287857,123.53469764041839,123.53469764041839,10
122.29299363057325,147.75286220321286,121.64428938685158,121.64428938685158,9
106.66666666666667,185.75540516156508,107.75307563425727,107.75307563425727,9
114.51292246520876,138.51537075901692,84.482099380524,84.482099380524,9
119.58477508650519,156.17789341495936,87.03511313377997,87.03511313377997,9
101.06951871657755,243.54052146759443,201.1141491357962,201.1141491357962,8
82.23350253807106,278.7621447279622,159.89054469410902,159.89054469410902,7
94.2643391521197,400.96815704362723,326.3198291391327,326.3198291391327,8
98.4375,527.4548232170972,308.34176001232476,308.34176001232476,8
125.98833441348023,177.24257545960998,140.9422966540923,140.9422966540923,10
97.04749679075739,246.83177657247847,150.45387785816567,150.45387785816567,8
115.50802139037432,160.4976003490801,136.53561919382784,136.53561919382784,9
119.58477508650519,224.0549425563976,147.40513728651655,147.40513728651655,9
125.49019607843137,178.70233297168735,141.1991024599442,141.1991024599442,9
129.94652406417111,127.10420290085501,81.5212211359946,81.5212211359946,10
102.787219578518,265.8987786617817,141.84495916817426,141.84495916817426,8
119.19068056407112,375.52817742086546,262.6392692732089,262.6392692732089,10
129.94652406417111,215.94207542364595,119.46079257759757,119.46079257759757,10
135.94405594405595,234.5434065752035,127.22265650664758,127.22265650664758,10
116.20712844653664,357.2488819694616,195.5890788619388,195.5890788619388,9
115.50802139037432,160.89202399821872,110.81557919621497,110.81557919621497,9
115.50802139037435,21.128856368212876,12.499999999999972,12.499999999999972,9
122.4952741020794,147.52000805917066,103.58789830331109,103.58789830331109,10
125.17707662588539,177.23169166620343,115.1586184016022,115.1586184016022,10
106.07734806629834,222.36354633170743,115.79483689501537,115.79483689501537,9
112.79373368146216,111.21522899537558,65.54319563331622,65.54319563331622,9
115.58528428093646,217.97781952757595,164.7835602257671,164.7835602257671,9
123.69362920544023,121.435055330573,89.80579075990782,89.80579075990782,9
120.74534161490685,142.52192813739222,104.12813644970187,104.12813644970187,10
119.11764705882354,212.09338366639759,138.9876192293392,138.9876192293392,10
98.05447470817118,446.5171575835143,266.1110045966678,266.1110045966678,8
115.50802139037435,277.412458187573,181.16350639514215,181.16350639514215,9
108.06754221388367,194.55779009350158,120.06811900817175,120.06811900817175,9
126.3157894736842,223.18584474893635,136.66741944989909,136.66741944989909,10
130.29490616621985,243.02976053597396,141.69255257193822,141.69255257193822,10
127.05882352941177,206.95376563646073,118.40272120848726,118.40272120848726,10
144.19225634178903,179.96341649268658,123.02012281445646,123.02012281445646,11
131.9755600814664,268.5606209010648,172.9474971275636,172.9474971275636,10
115.50802139037432,245.2727668509698,132.2729827867681,132.2729827867681,9
101.06951871657755,126.92448582870315,128.9603172161022,128.9603172161022,8
101.06951871657755,212.00468781213544,155.3266050791102,155.3266050791102,8
112.28070175438596,254.5334113541695,140.86741793874268,140.86741793874268,9
119.26380368098161,197.34688939298337,138.29778191367916,138.29778191367916,10
112.20779220779222,157.97439124504203,130.54077930565757,130.54077930565757,9
125.9475218658892,137.57713885599773,117.02985796078279,117.02985796078279,9
119.77818853974124,192.26456662694483,139.86079695184597,139.86079695184597,10
121.72824045084532,193.05805354099326,143.04947914166203,143.04947914166203,10
138.2842509603073,98.77941644823883,73.57493870155973,73.57493870155973,11
127.64281024294156,63.29738258392134,96.8270432231854,96.8270432231854,10
95.93908629441624,249.45155891858758,151.12328215624152,151.12328215624152,8
110.62740076824585,284.6220303777746,174.99862212861444,174.99862212861444,9
101.06951871657755,163.59436813029544,106.19806839303003,106.19806839303003,8
133.00492610837438,148.71419639195446,106.92965265670675,106.92965265670675,11
121.19700748129677,265.6756033860992,174.35840538507327,174.35840538507327,10
110.84028223220012,278.2337527404271,143.6035720941853,143.6035720941853,9
117.95221843003414,168.65546212025933,109.12670229040083,109.12670229040083,9
120.58618283321702,197.48473474816683,121.68789055749687,121.68789055749687,9
114.28571428571429,137.48363164825628,130.39926477541295,130.39926477541295,8
104.98177399756986,151.4662318814089,127.0795384982896,127.0795384982896,9
105.5589492974954,146.06463139038786,128.52241887226438,128.52241887226438,9
120.6703910614525,229.0193128952498,174.04452073794968,174.04452073794968,10
135.8490566037736,151.68803268306718,103.33930687632375,103.33930687632375,11
123.6641221374046,271.8055910407063,154.47708155024108,154.47708155024108,10
139.98703823720024,234.6030269346787,142.27565185621577,142.27565185621577,11
123.2524964336662,115.12109259905107,73.89554585718183,73.89554585718183,9
117.3913043478261,174.44521850500598,122.36243360505033,122.36243360505033,10
122.18730358265242,146.06463139038786,132.79713285358233,132.79713285358233,10
108.74764002517307,196.63168911449947,153.05490963263586,153.05490963263586,9
121.72824045084532,170.98006345409232,124.47496808688756,124.47496808688756,10
121.9573400250941,135.89481112742317,83.08032006667243,83.08032006667243,10
117.71117166212534,124.6511888080182,69.63861742623153,69.63861742623153,9
120.58618283321702,172.90570979501467,109.17971985149924,109.17971985149924,9
130.9090909090909,93.5568998979686,76.03875988017707,76.03875988017707,10
115.12325116588941,278.3208976089567,161.30219451466527,161.30219451466527,9
116.051040967092,180.84835843268087,125.20382687397733,125.20382687397733,9
134.43983402489627,100.36584313966485,81.10180903873405,81.10180903873405,10
108.30945558739258,243.87823734438825,135.65161460232488,135.65161460232488,8
94.5,278.09472658562305,142.67735600420875,142.67735600420875,8
110.2744097000638,163.1068238267056,109.5677314270115,109.5677314270115,9
123.87096774193549,103.9084100155405,71.52356379172626,71.52356379172626,9
123.90057361376674,97.05342489552142,65.90355425657127,65.90355425657127,10
138.0681818181818,212.24112772103408,131.14269806204086,131.14269806204086,10
111.55584247901874,275.01002066078394,188.48986397004072,188.48986397004072,9
115.8953722334004,190.275605363569,137.0146984263971,137.0146984263971,9
115.58528428093646,147.6745074178122,124.43884458506783,124.43884458506783,9
120.75471698113208,141.3628862483559,130.74334529131096,130.74334529131096,9
122.29299363057325,155.55909859910636,131.2550520779587,131.2550520779587,9
109.0909090909091,212.6829882664394,145.82671942674096,145.82671942674096,8
101.06951871657755,344.8735379840647,243.7205835626195,243.7205835626195,8
117.96116504854368,243.67183773709436,173.78050720740055,173.78050720740055,10
123.50698856416771,173.45826605189043,132.91113998626798,132.91113998626798,10
136.80506685432795,101.23656746745513,86.33924821687462,86.33924821687462,10
123.58550540368722,170.5649427384128,121.79201627933486,121.79201627933486,10
125.66257272139624,203.7363189377903,109.54485934034122,109.54485934034122,10
127.97893350888744,141.08335794447513,93.85964349999118,93.85964349999118,10
120.89552238805972,235.38696141659648,142.0625067704494,142.0625067704494,10
122.3410950283197,221.1933647956684,110.31435869868146,110.31435869868146,10
109.85378258105531,256.3673269923575,151.99888256472784,151.99888256472784,9
122.11055276381909,219.369713013566,149.97967651781678,149.97967651781678,10
112.64667535853977,131.8493809589535,93.13584844425961,93.13584844425961,9
116.91474966170503,143.68696378798677,76.20875225164814,76.20875225164814,9
119.55719557195573,110.4494186226169,71.9486747409719,71.9486747409719,10
138.0191693290735,178.03800398846735,110.98082639429428,110.98082639429428,11
119.25465838509317,248.4630888594384,177.20413907655822,177.20413907655822,9
99.60474308300395,221.67757329521993,144.63074502382833,144.63074502382833,8
108.2028804007514,263.89097743534415,139.3460358543914,139.3460358543914,9
123.58550540368722,251.36011191952772,135.72809411160617,135.72809411160617,10
123.1939163498099,223.57875887425683,152.8815584662428,152.8815584662428,10
101.06951871657755,149.25225146677434,122.64280347267915,122.64280347267915,8
107.39589807333748,188.61733514755687,139.56389790064702,139.56389790064702,9
110.34482758620689,254.1628718599528,149.49600256846543,149.49600256846543,9
118.32014607425442,127.70982492633857,110.28326720105339,110.28326720105339,10
124.29667519181585,127.85323858738954,81.1417346403317,81.1417346403317,10
120.6703910614525,126.91435335067406,83.02411767207369,83.02411767207369,10
114.8172757475083,225.01959546259897,131.96226122397903,131.96226122397903,9
129.94652406417111,183.70123019541447,141.8800002157111,141.8800002157111,10
125.50032278889607,207.96031420429864,150.66407894804053,150.66407894804053,10
109.9936346276257,235.80979840313614,196.45261371824097,196.45261371824097,9
123.90057361376674,214.53725682944034,197.2852446688813,197.2852446688813,10
126.39791937581273,223.58738659513963,155.05565864506195,155.05565864506195,10
133.4248455730954,68.67630730597843,83.04935610502304,83.04935610502304,10
129.77303070761016,188.11114392596684,123.03399827277877,123.03399827277877,10
138.37283792440746,133.3751220522092,76.53218882225914,76.53218882225914,11
138.46153846153848,191.08203913244267,125.03086038807668,125.03086038807668,10
108.2028804007514,204.87876571761976,137.8218560484136,137.8218560484136,9
115.50802139037432,179.42257471528026,123.79044419531775,123.79044419531775,9
128.99800928998008,113.51140014537293,78.02112626641909,78.02112626641909,10
115.66265060240964,190.5592576807295,141.56280233936045,141.56280233936045,9
128.80143112701253,188.73677607906407,119.38015065483194,119.38015065483194,11
123.35025380710661,145.83333333333334,96.20227286966161,96.20227286966161,10
124.9457700650759,149.1931562894153,83.66182362956653,83.66182362956653,9
109.36708860759492,141.0350063490374,100.50029175069747,100.50029175069747,9
106.93069306930694,209.20979656094576,129.03218806001686,129.03218806001686,9
111.26851255634257,146.03444183157,115.15587178732471,115.15587178732471,9
130.9090909090909,164.0352976501444,133.69164816892436,133.69164816892436,11
128.31683168316832,232.30593918950086,196.31813295731592,196.31813295731592,10
95.45454545454545,144.52899946807486,152.23000129087862,152.23000129087862,8
123.19391634980987,167.12321727721258,90.24809578526816,90.24809578526816,10
120.0,190.29551823219398,130.4340122440025,130.4340122440025,10
115.50802139037432,192.38134527698375,138.1647790605099,138.1647790605099,9
111.77231565329882,214.19788029389687,128.10006155972343,128.10006155972343,9
121.04607721046077,155.4687257661747,106.47029821395274,106.47029821395274,10
116.20712844653667,192.8306043534289,139.55007550170245,139.55007550170245,9
153.29032258064518,106.4001299544366,85.61239212603682,85.61239212603682,12
129.68645763842562,172.3034082836809,140.45482111654934,140.45482111654934,10
113.94122079879428,163.46461088671663,139.97871738315007,139.97871738315007,8
115.50802139037432,365.1876133514474,211.47173146753337,211.47173146753337,9
134.7193347193347,120.78143840920895,82.21471437193746,82.21471437193746,10
135.76367064739156,185.00222443329562,106.84483095234212,106.84483095234212,11
124.37619961612283,143.71812582746134,101.62432498843609,101.62432498843609,10
106.70430486944248,146.8986661171431,88.8002676141501,88.8002676141501,8
109.78398983481574,116.2075243369466,86.46600256034408,86.46600256034408,9
124.4060475161987,141.03500634903742,87.57643817345024,87.57643817345024,9
109.43635212159595,212.47211664765257,121.59670664272953,121.59670664272953,9
111.91709844559585,261.5940316401938,140.60742345574857,140.60742345574857,9
91.91489361702129,421.0448985373913,223.10341161697255,223.10341161697255,8
102.16216216216216,182.313380540979,141.98809740072207,141.98809740072207,8
115.50802139037432,220.09898366468948,158.47946472884345,158.47946472884345,9
116.82692307692308,163.17523527609026,125.91533482452388,125.91533482452388,10
130.38229376257547,86.64707755823457,80.93249401263762,80.93249401263762,10
115.50802139037432,376.7653918472703,223.75771591634273,223.75771591634273,9
126.03938730853392,172.62497709210385,102.68330398954777,102.68330398954777,9
107.79787897691828,176.01431920265435,102.71147917952946,102.71147917952946,9
105.23751522533496,180.4486863212413,124.51100340586692,124.51100340586692,9
115.50802139037432,150.9230856356236,133.5862762782036,133.5862762782036,9
139.3548387096774,108.93706417293097,96.93520243186964,96.93520243186964,10
132.15499660095173,83.12473893025002,78.66677904094026,78.66677904094026,10
149.15254237288136,106.12783463328843,75.84927110628256,75.84927110628256,12
131.6270566727605,200.21207891435992,154.91161358881834,154.91161358881834,11
115.50802139037432,226.92202780237102,147.56249983659364,147.56249983659364,9
115.4308617234469,161.99470346470366,126.85686788879643,126.85686788879643,9
117.81818181818183,190.38166263885762,136.1205590069411,136.1205590069411,10
115.66265060240964,181.61775468918825,150.13336406732793,150.13336406732793,9
114.66489714664897,210.6851383302285,126.22805318960218,126.22805318960218,9
114.74103585657369,150.45126124623224,78.3307475932569,78.3307475932569,9
109.78398983481574,163.5016948927571,145.9110242790888,145.9110242790888,9
107.79787897691828,136.2042117615579,100.05725116553258,100.05725116553258,9
106.5351418002466,203.96748193294692,157.72758151045048,157.72758151045048,9
109.0909090909091,143.61022842134557,102.11875802584333,102.11875802584333,9
131.70731707317074,125.7521949727574,71.73984205636089,71.73984205636089,11
119.85203452527743,189.4115522113451,124.65850318896999,124.65850318896999,10
123.35025380710661,165.82251500167723,86.5970403726985,86.5970403726985,10
112.24944320712694,162.60087087674702,119.13356685808817,119.13356685808817,8
139.25501432664754,144.25067130810694,96.21118429231308,96.21118429231308,10
130.51359516616313,144.1473678179176,129.64963469974677,129.64963469974677,11
129.34131736526945,166.0898583580067,109.89301444027697,109.89301444027697,10
129.94652406417111,116.61291751287335,89.44442314409856,89.44442314409856,10
120.83916083916083,280.69892612053303,142.28995511686864,142.28995511686864,9
121.49999999999997,143.27114283892055,87.34949605584559,87.34949605584559,10
117.53325272067715,169.06263905998253,110.9240537913013,110.9240537913013,10
121.88087774294671,111.07638346184555,85.27348259760494,85.27348259760494,10
119.33701657458563,250.02645362686633,130.55555555555557,130.55555555555557,9
119.91672449687717,262.4921263621376,157.8112585515282,157.8112585515282,9
120.82038533250467,304.0826241072492,197.04076932632717,197.04076932632717,10
110.5566218809981,226.8005556948485,137.5486551121026,137.5486551121026,9
126.15184944841012,121.1163671132686,87.56516070506271,87.56516070506271,10
123.2720355104629,136.0295957721184,95.57939856297544,95.57939856297544,10
111.62790697674419,135.8638830189786,116.0615923114815,116.0615923114815,9
107.4626865671642,169.5647504215953,93.73713903553862,93.73713903553862,9
119.33701657458562,155.6830543247404,80.78272566231037,80.78272566231037,9
119.09028256374914,318.95407497010484,164.6342367366648,164.6342367366648,9
126.64495114006515,233.3581336026634,151.6434382288672,151.6434382288672,10
107.86516853932584,398.01092750413073,247.13149864688796,247.13149864688796,9
116.12903225806453,160.83377881891312,121.82701255326882,121.82701255326882,9
119.85203452527743,105.57839665152228,90.97454551531283,90.97454551531283,10
120.9707529558183,178.49518875142658,131.71673730913898,131.71673730913898,10
134.8127600554785,130.9538840702574,84.32311151817929,84.32311151817929,10
143.7125748502994,136.03235312745895,95.86392426407674,95.86392426407674,11
143.46863468634686,94.58731024434125,70.50560970481416,70.50560970481416,10
117.3913043478261,186.1199950497507,123.40025711800655,123.40025711800655,9
134.34692467173463,162.4703201765529,111.93198149061139,111.93198149061139,10
124.7653429602888,135.65277544159878,77.03561460915255,77.03561460915255,9
109.2979127134725,171.30773592575164,99.63220848497033,99.63220848497033,9
120.6703910614525,232.23237997074895,137.0573683616544,137.0573683616544,9
107.39589807333748,193.52959387055952,108.2303418910991,108.2303418910991,9
123.42857142857143,146.2833193628362,83.67983517440041,83.67983517440041,9
115.50802139037432,229.51332606851727,130.55555555555557,130.55555555555557,9
120.44609665427508,246.56787623815194,140.71637215935462,140.71637215935462,10
121.88087774294671,175.78088563062377,111.44839069747285,111.44839069747285,10
110.4153354632588,120.27214144204245,82.97303476706628,82.97303476706628,9
129.94652406417111,141.82317063299303,110.28844972600717,110.28844972600717,10
135.18776077885954,212.25021630374758,140.2450932328394,140.2450932328394,10
121.34831460674157,146.0349135914228,117.43573673875632,117.43573673875632,10
104.28485214242608,188.69913437982868,132.81465593747598,132.81465593747598,9
99.73614775725596,246.5215831250928,208.05991127986147,208.05991127986147,8
86.9215291750503,345.5180401214714,221.50782157877887,221.50782157877887,7
105.00000000000001,167.17515025923424,129.9141139242562,129.9141139242562,8
92.13893967093236,259.671464638156,139.09395292385966,139.09395292385966,8
105.88235294117645,199.85113507427522,132.65888447303342,132.65888447303342,9
119.11764705882354,171.7960677340692,90.92007976981648,90.92007976981648,10
109.57514267596703,265.5025848743396,170.0208632577227,170.0208632577227,9
123.90057361376671,215.77228151256085,131.46843962443592,131.46843962443592,10
134.4956413449564,147.81211890968427,94.11052079048756,94.11052079048756,11
115.58528428093643,175.1007520503744,128.49615017411185,128.49615017411185,9
100.59880239520957,265.1941403929684,157.29409909618744,157.29409909618744,8
127.47540983606557,101.26514518643437,87.92017586185054,87.92017586185054,10
135.75418994413408,111.46211918111767,84.61407228393674,84.61407228393674,10
116.28532974427996,171.97883467659494,141.62410853129472,141.62410853129472,9
128.57142857142856,131.62607789764175,83.44642531883007,83.44642531883007,10
122.96015180265654,118.30039969459628,84.40666796354314,84.40666796354314,10
117.10843373493978,133.2464995023495,115.62669278122524,115.62669278122524,10
137.87234042553195,121.52976188856526,83.13763028420392,83.13763028420392,10
138.19577735124759,88.69577788761517,77.25069419161501,77.25069419161501,11
146.66666666666669,100.36584313966482,74.42343768415206,74.42343768415206,12
126.64495114006515,138.83332221777556,141.44021547162484,141.44021547162484,10
110.34482758620689,344.6859752249209,193.80226296312853,193.80226296312853,9
115.43086172344688,256.2985231728806,158.19583149816262,158.19583149816262,9
104.49205252246027,334.1155944470041,243.32678420244838,243.32678420244838,8
118.0327868852459,203.39517881560542,149.6026483086191,149.6026483086191,8
109.43635212159595,229.30190814593124,153.31935259833585,153.31935259833585,9
107.12957222566646,199.94487776540015,114.38693184743236,114.38693184743236,9
114.13474240422721,240.02360627585136,121.09446559923965,121.09446559923965,9
104.20399724328051,151.4080008323516,112.45922527502269,112.45922527502269,8
121.04607721046074,155.0867190706502,127.56363639010019,127.56363639010019,10
124.21725239616615,179.15051606793492,121.84597281525991,121.84597281525991,10
128.82703777335988,208.97124558532323,156.21004290195094,156.21004290195094,10
115.74012056262558,178.49557471826446,137.7028351006365,137.7028351006365,9
110.28446389496717,72.63946427078962,63.714886782305705,63.714886782305705,8
125.016077170418,119.1250574857685,77.46606161821312,77.46606161821312,10
122.72727272727272,200.99338558614988,125.08570450098424,125.08570450098424,10
105.07296733842945,204.72492334516366,111.84142077674329,111.84142077674329,8
127.90525536639527,110.90755163115965,119.89930751635404,119.89930751635404,9
129.94652406417111,177.3758477302496,150.6147540771139,150.6147540771139,10
117.07317073170732,260.9316336903547,174.58062624967408,174.58062624967408,9
108.2028804007514,174.48905000437298,101.20738605597889,101.20738605597889,9
119.50207468879668,85.43642499572053,55.620621619887665,55.620621619887665,9
115.58528428093646,152.44191075686118,105.25759756015621,105.25759756015621,9
122.18730358265242,97.25197957298451,67.06130338598754,67.06130338598754,10
125.41935483870967,144.65796184768374,97.20703389102334,97.20703389102334,10
108.88468809073723,161.0084511458576,150.53234689401395,150.53234689401395,9
109.15982312065697,265.8428080446512,152.69844846992865,152.69844846992865,9
115.50802139037432,133.6388695053979,128.37270920696426,128.37270920696426,9
117.07317073170732,148.56381831682563,116.0117198208977,116.0117198208977,9
109.15982312065697,112.84363547413476,78.36383246879603,78.36383246879603,9
116.12903225806453,218.78542797010837,150.6544365734354,150.6544365734354,9
107.66355140186914,370.33250467811223,226.40992361379054,226.40992361379054,9
131.30699088145897,165.3052864929141,116.82363778653279,116.82363778653279,9
109.78398983481577,340.63271090571595,186.38945810477748,186.38945810477748,9
115.19999999999999,322.3692877306362,197.38354122286646,197.38354122286646,9
113.4602757715036,163.93596310755004,124.06235908969826,124.06235908969826,9
121.6520650813517,125.0732809887226,80.1352499453156,80.1352499453156,10
120.14833127317674,144.04324624960194,82.18110602116379,82.18110602116379,10
117.95221843003414,142.97173534508065,111.46157835359266,111.46157835359266,9
117.7914110429448,155.09782428197298,106.01087379441,106.01087379441,9
91.98012775017743,268.80508335875305,139.5393718008608,139.5393718008608,7
